Date,Open,High,Low,Close,Adj Close,Volume
1000,704.25,705.88,702.3,704.25,704.25,1.07
1002,704.25,705.57,701.02,702.63,702.63,1.07
1003,704.25,704.25,700.2,702.3,702.3,1.07
1004,703.05,705.0,701.1,702.67,702.67,1.07
1005,704.25,705.2,701.3,704.05,704.05,1.07
1006,705.29,710.01,703.57,707.41,707.41,1.07
1007,710.01,710.01,705.35,708.98,708.98,1.07
1008,708.41,709.57,704.05,704.25,704.25,1.07
1011,704.25,705.0,701.35,702.65,702.65,1.07
1013,702.65,716.34,701.87,716.27,716.27,2.07
1014,715.5,726.32,714.32,723.84,723.84,2.63
1016,723.84,726.99,715.24,722.01,722.01,2.02
1018,724.35,729.9,721.95,729.61,729.61,2.07
1023,731.67,735.17,725.32,729.64,729.64,1.97
1029,730.5,736.49,727.72,733.06,733.06,1.98
1031,735.0,737.94,730.66,736.72,736.72,2.05
1033,735.85,737.59,730.0,731.67,731.67,2.16
1035,733.26,739.84,730.5,739.65,739.65,2.27
1040,739.2,744.93,737.0,744.36,744.36,2.34
1044,743.95,744.37,735.65,738.3,738.3,1.79
1046,738.0,742.0,736.0,738.0,738.0,2.09
1051,739.58,741.0,732.33,735.16,735.16,2.18
1053,739.1,741.5,735.24,741.26,741.26,1.59
1060,737.84,746.72,737.0,744.18,744.18,1.96
1062,745.55,746.1,737.32,742.79,742.79,1.59
1064,742.74,744.34,740.0,740.85,740.85,1.09
1068,740.85,740.85,735.32,737.14,737.14,1.21
1072,737.94,744.75,737.14,744.32,744.32,1.56
1075,747.45,750.88,744.5,745.95,745.95,2.06
1080,746.49,748.0,741.27,742.94,742.94,1.57
1084,743.48,744.37,735.66,739.76,739.76,1.68
1086,741.63,742.0,733.64,738.07,738.07,1.51
1093,739.65,740.39,735.3,737.11,737.11,1.45
1097,734.49,737.94,733.64,735.23,735.23,1.27
1102,732.5,734.0,725.64,727.26,727.26,1.71
1106,724.27,730.28,717.0,719.22,719.22,1.99
1110,720.29,721.0,705.57,706.29,706.29,2.38
1114,711.28,716.15,705.94,708.7,708.7,1.77
1118,718.05,744.96,717.27,744.38,744.38,2.89
1119,744.88,750.25,735.62,736.39,736.39,1.78
1120,733.6,737.38,728.12,731.45,731.45,1.28
1122,731.72,735.75,725.29,730.76,730.76,1.09
1123,730.0,736.0,723.63,735.95,735.95,1.54
1127,739.5,741.0,734.0,739.68,739.68,1.54
1129,741.0,741.0,731.8,735.22,735.22,1.41
1131,734.0,737.3,730.57,736.55,736.55,1.15
1135,737.58,744.0,736.14,742.78,742.78,1.54
1137,738.0,740.82,735.95,737.29,737.29,1.21
1141,735.0,739.17,733.66,735.42,735.42,1.12
1143,739.1,747.96,738.55,747.12,747.12,1.71
1148,748.99,753.6,746.5,747.81,747.81,1.79
1150,745.2,749.63,742.61,744.14,744.14,1.49
1154,748.85,749.0,743.57,745.38,745.38,1.42
1156,744.62,746.0,738.57,740.01,740.01,1.47
1160,737.71,745.85,735.85,744.19,744.19,1.64
1165,741.14,743.79,737.61,741.42,741.42,1.06
1167,737.81,744.5,737.36,741.17,741.17,1.07
1168,739.06,746.05,738.21,743.19,743.19,1.04
1171,744.42,746.05,740.42,744.82,744.82,1.07
1172,745.48,749.67,744.82,749.08,749.08,1.07
1173,749.65,753.03,748.04,751.02,751.02,1.07
1174,754.76,756.46,751.57,754.07,754.07,1.06
1175,754.07,756.58,750.38,753.11,753.11,1.13
1178,755.58,756.0,747.86,750.23,750.23,1.19
1179,749.78,757.44,747.75,750.39,750.39,1.36
1180,752.12,755.23,751.26,753.94,753.94,1.04
1181,754.89,755.88,749.22,753.15,753.15,1.17
1182,752.0,755.16,751.57,753.84,753.84,1.02
1183,752.81,758.0,751.61,756.94,756.94,1.04
1184,758.35,760.9,755.88,756.69,756.69,1.16
1185,755.4,758.04,753.6,756.09,756.09,1.04
1186,757.69,757.69,751.52,755.26,755.26,1.06
1187,754.98,757.67,753.12,753.35,753.35,1.02
1188,753.35,756.08,752.27,753.95,753.95,1.03
1189,755.18,759.32,753.22,755.87,755.87,1.17
1190,755.87,759.02,754.68,756.15,756.15,1.19
1191,756.15,757.18,751.2,755.12,755.12,1.19
1192,756.15,756.76,751.32,754.53,754.53,1.17
1193,754.11,754.53,748.37,753.54,753.54,1.18
1194,752.72,759.05,752.15,755.46,755.46,1.59
1195,754.26,754.26,742.17,743.94,743.94,2.29
1196,745.0,747.3,741.31,744.67,744.67,1.54
1197,745.48,747.0,742.65,744.39,744.39,1.06
1198,744.39,744.67,738.14,741.91,741.91,1.07
1201,737.85,744.67,737.34,742.48,742.48,1.08
1203,742.0,743.88,739.32,742.0,742.0,1.16
1204,739.89,740.56,734.32,734.75,734.75,1.64
1205,734.26,738.14,731.5,734.55,734.55,1.35
1206,734.55,735.96,725.93,729.78,729.78,1.63
1209,731.67,731.8,723.26,730.0,730.0,1.73
1210,729.2,729.2,718.03,723.11,723.11,2.08
1211,725.4,726.49,716.48,720.05,720.05,1.68
1212,718.5,724.5,715.66,721.07,721.07,1.51
1213,720.52,724.0,715.62,723.18,723.18,1.57
1215,722.49,730.62,721.65,729.51,729.51,1.78
1217,734.76,735.79,730.27,731.51,731.51,1.77
1221,730.5,737.36,730.11,736.0,736.0,1.44
1224,736.94,744.42,735.38,743.9,743.9,2.15
1226,745.45,745.45,737.89,742.76,742.76,1.58
1231,742.14,746.93,741.15,744.58,744.58,1.24
1233,744.42,745.38,736.89,740.04,740.04,1.62
1235,737.08,745.38,736.55,742.47,742.47,1.35
1235,736.92,744.75,735.17,744.62,744.62,1.52
1237,746.76,747.5,743.11,746.29,746.29,1.45
1242,747.45,748.0,741.53,744.77,744.77,1.46
1244,746.51,747.5,740.27,741.45,741.45,1.43
1248,742.9,742.9,737.72,740.28,740.28,1.38
1250,738.77,739.43,736.1,737.84,737.84,1.53
1252,738.18,744.73,737.54,744.18,744.18,1.49
1252,745.0,745.38,738.62,742.75,742.75,1.14
1253,737.76,743.0,735.87,741.93,741.93,1.18
1254,739.99,745.0,739.19,742.6,742.6,1.07
1256,744.94,747.3,743.57,745.48,745.48,1.08
1257,747.0,748.0,741.52,742.94,742.94,1.09
1258,744.75,746.86,743.58,744.85,744.85,1.07
1261,746.45,746.5,741.05,744.04,744.04,1.07
1263,745.55,747.9,743.56,745.23,745.23,1.07
1265,745.23,745.24,737.8,742.41,742.41,1.07
1267,737.93,741.84,734.12,737.27,737.27,1.06
1271,735.76,739.94,732.52,735.32,735.32,1.07
1274,739.38,747.88,737.81,747.56,747.56,1.07
1276,747.65,747.7,742.11,743.94,743.94,1.07
1280,744.62,747.94,743.1,745.88,745.88,1.07
1282,747.08,748.0,742.17,744.62,744.62,1.07
1285,746.57,747.3,743.57,745.24,745.24,1.07
1285,745.96,748.23,745.02,746.86,746.86,1.07
1289,745.96,748.32,742.62,743.08,743.08,1.12
1293,741.31,742.48,738.01,740.18,740.18,1.23
1296,739.37,739.68,732.37,735.11,735.11,1.71
1303,735.55,737.12,732.37,733.54,733.54,1.44
1305,734.89,737.58,731.61,734.05,734.05,1.52
1310,734.05,736.98,731.61,734.99,734.99,1.33
1314,733.45,744.99,732.17,744.18,744.18,1.72
1321,743.65,744.85,735.88,739.5,739.5,1.71
1322,739.1,745.9,737.51,745.49,745.49,1.75
1326,747.45,747.77,741.45,742.65,742.65,1.47
1330,743.65,744.48,738.65,742.92,742.92,1.29
1333,741.45,741.45,735.88,737.29,737.29,1.52
1341,737.29,744.38,736.3,743.82,743.82,1.51
1348,745.75,746.49,736.85,737.23,737.23,1.56
1356,734.5,744.88,733.34,744.59,744.59,1.59
1370,743.65,746.89,741.95,745.2,745.2,1.05
1374,746.45,748.7,742.65,743.04,743.04,1.07
1380,744.1,747.04,741.67,745.77,745.77,1.07
1391,746.0,746.0,737.0,741.92,741.92,1.79
1398,741.06,746.55,739.5,745.43,745.43,1.64
1411,744.92,745.33,738.4,743.04,743.04,1.44
1425,736.86,740.79,734.06,736.51,736.51,1.73
1435,737.36,738.0,730.8,731.87,731.87,1.47
1440,729.2,733.0,728.55,730.92,730.92,1.48
1447,731.55,732.82,725.66,726.57,726.57,1.46
1448,727.08,729.76,723.96,727.23,727.23,1.41
1455,729.28,729.32,711.29,714.26,714.26,2.39
1463,713.91,725.93,711.09,725.12,725.12,2.31
1469,726.52,730.97,723.5,727.78,727.78,1.79
1478,729.02,729.16,711.17,718.17,718.17,2.09
1487,715.02,723.38,712.67,720.43,720.43,1.51
1490,722.02,725.0,714.17,716.07,716.07,1.69
1494,714.25,716.16,706.93,713.37,713.37,2.17
1495,707.93,725.32,701.0,723.51,723.51,2.93
1496,724.0,730.0,720.66,729.82,729.82,2.08
1497,735.96,739.96,730.3,738.0,738.0,1.69
1498,736.78,741.16,732.6,737.69,737.69,1.69
1499,736.31,740.86,733.66,740.47,740.47,1.38
1500,740.53,742.2,735.01,737.64,737.64,1.41
1501,735.0,738.3,732.21,733.02,733.02,1.44
1504,734.0,741.34,733.04,740.9,740.9,1.48
1506,740.84,740.85,731.14,734.25,734.25,1.39
1507,734.25,737.94,730.35,732.98,732.98,1.27
1508,734.68,735.75,725.37,735.13,735.13,1.51
1509,736.97,747.85,734.32,747.56,747.56,1.84
1510,748.34,748.45,742.55,745.46,745.46,1.17
1511,746.57,747.0,740.3,741.97,741.97,1.18
1512,737.88,744.93,736.0,743.62,743.62,1.27
1515,744.94,745.37,737.39,742.45,742.45,1.27
1517,742.94,743.0,738.1,741.37,741.37,1.03
1519,739.42,745.8,737.0,745.01,745.01,1.04
1520,743.94,744.95,735.65,736.82,736.82,1.17
1522,737.32,737.34,730.65,734.73,734.73,1.08
1524,732.15,736.47,731.5,732.41,732.41,1.06
1525,729.23,734.28,726.3,733.47,733.47,1.14
1526,734.98,735.0,724.52,727.58,727.58,1.47
1527,732.0,732.0,721.22,725.28,725.28,1.77
1528,727.26,728.0,716.82,717.25,717.25,2.04
1531,714.0,725.9,711.21,725.18,725.18,2.19
1533,726.71,734.25,723.51,733.84,733.84,2.12
1534,734.25,737.86,732.6,733.0,733.0,1.37
1539,733.99,736.93,730.74,731.84,731.84,1.37
1541,735.96,744.43,735.09,743.77,743.77,2.39
1546,745.0,747.3,740.78,741.69,741.69,1.61
1548,738.66,745.85,735.0,742.0,742.0,2.05
1549,737.76,739.48,727.62,728.22,728.22,2.26
1550,729.23,734.12,725.5,730.5,730.5,1.57
1551,728.49,728.73,721.23,726.0,726.0,1.51
1552,725.9,729.52,723.0,726.12,726.12,1.27
1553,726.12,730.0,725.28,725.88,725.88,1.04
1557,725.0,733.33,723.5,730.58,730.58,1.33
1558,734.99,739.76,733.66,735.0,735.0,1.56
1559,739.38,743.94,737.54,742.62,742.62,1.57
1560,740.12,741.8,734.34,736.12,736.12,1.46
1564,733.15,736.14,730.56,731.82,731.82,1.14
1566,734.49,735.55,725.66,726.57,726.57,1.57
1567,725.99,730.75,719.4,724.19,724.19,1.89
1569,723.85,727.49,719.43,721.44,721.44,1.61
1570,717.85,724.85,715.0,721.14,721.14,1.77
1574,721.14,721.14,704.29,711.02,711.02,3.17
1575,708.96,717.77,707.0,713.86,713.86,2.06
1578,711.23,716.49,708.01,713.76,713.76,1.27
1580,715.14,715.91,708.01,710.81,710.81,1.25
1581,706.57,714.74,705.42,713.88,713.88,1.48
1582,714.57,714.82,710.27,712.12,712.12,1.24
1583,710.06,710.18,703.26,704.04,704.04,1.79
1584,705.57,708.05,703.63,705.8,705.8,1.37
1585,704.47,710.95,703.56,710.0,710.0,1.41
1586,709.45,710.2,701.12,704.08,704.08,1.46
1587,703.76,705.0,696.14,702.3,702.3,1.53
1588,705.29,707.12,703.66,705.48,705.48,1.02
1590,699.46,710.79,699.02,705.27,705.27,1.97
1591,703.08,706.3,702.29,703.94,703.94,1.16
1592,702.29,704.08,700.32,702.48,702.48,1.06
1593,703.86,715.41,703.01,715.08,715.08,1.83
1594,715.46,726.36,714.84,723.02,723.02,2.04
1597,726.36,736.86,725.03,730.04,730.04,1.89
1598,733.96,739.8,730.53,738.33,738.33,1.47
1601,739.36,740.31,732.68,737.39,737.39,1.57
1603,735.1,744.36,733.25,740.42,740.42,1.57
1606,741.44,741.45,735.19,737.3,737.3,1.14
1608,739.52,740.33,732.62,739.13,739.13,1.27
1612,739.13,744.0,738.06,742.6,742.6,1.06
1615,737.94,745.32,735.64,743.84,743.84,1.19
1617,744.0,744.0,734.5,737.35,737.35,1.16
1620,738.06,746.16,737.14,741.82,741.82,1.08
1625,742.0,745.8,740.51,744.84,744.84,1.14
1631,743.64,746.15,740.58,741.28,741.28,1.08
1640,740.49,745.27,738.62,744.87,744.87,1.02
1645,746.58,749.41,743.58,749.02,749.02,1.06
1650,749.1,756.18,747.36,753.43,753.43,1.07
1654,756.57,756.88,750.37,754.29,754.29,1.23
1658,752.26,752.38,745.0,745.88,745.88,1.19
1660,745.88,747.75,744.25,745.91,745.91,1.11
1664,745.31,745.75,736.36,739.74,739.74,1.62
1671,738.26,740.96,736.36,740.31,740.31,1.07
1680,736.49,738.88,735.0,735.88,735.88,1.18
1685,735.96,736.49,730.49,735.2,735.2,1.26
1687,732.2,735.9,728.29,732.54,732.54,1.29
1689,729.21,730.31,718.03,719.44,719.44,2.38
1690,724.77,734.69,721.22,731.74,731.74,2.78
1691,730.07,730.18,719.05,726.02,726.02,2.76
1692,719.64,724.88,715.0,721.54,721.54,2.46
1694,723.52,730.07,721.28,727.45,727.45,2.07
1695,728.02,728.52,717.0,721.86,721.86,2.38
1696,724.0,724.0,708.25,714.18,714.18,2.87
1697,714.17,721.67,712.39,714.77,714.77,1.69
1700,710.06,715.18,705.86,711.27,711.27,1.39
1702,709.04,714.07,708.01,712.44,712.44,1.04
1703,708.48,710.86,704.67,705.98,705.98,1.16
1704,703.86,717.32,703.77,710.86,710.86,1.27
1705,708.55,714.07,704.39,712.19,712.19,1.09
1706,708.55,709.8,705.97,707.09,707.09,1.07
1707,713.88,727.45,712.62,721.56,721.56,2.21
1711,723.0,726.96,715.6,716.27,716.27,1.99
1712,715.06,716.27,710.37,711.47,711.47,1.05
1713,708.62,710.86,701.85,705.11,705.11,1.87
1715,705.29,706.0,698.63,701.8,701.8,2.01
1716,699.17,705.0,697.39,699.42,699.42,1.67
1717,699.88,703.76,693.32,693.55,693.55,1.88
1718,691.68,695.06,682.14,683.68,683.68,2.11
1722,684.26,695.27,680.69,694.02,694.02,1.89
1723,695.18,698.54,692.11,695.26,695.26,1.46
1725,693.74,696.3,689.11,692.03,692.03,1.39
1729,689.2,694.15,683.52,686.95,686.95,1.73
1731,682.15,683.96,675.03,681.26,681.26,2.02
1736,677.98,686.18,671.55,682.63,682.63,2.31
1740,684.17,685.8,677.31,681.62,681.62,1.51
1744,681.62,684.68,678.85,683.63,683.63,1.24
1749,684.68,686.55,680.11,681.26,681.26,1.51
1750,682.72,684.68,679.03,681.63,681.63,1.49
1758,677.79,685.0,671.55,683.79,683.79,2.03
1761,684.0,686.97,679.5,684.12,684.12,1.56
1766,686.49,693.33,685.36,691.46,691.46,1.87
1768,692.95,693.35,685.43,688.39,688.39,1.58
1774,683.85,690.38,681.92,688.63,688.63,1.59
1780,689.02,691.82,681.25,682.89,682.89,1.68
1784,681.73,685.96,679.48,684.84,684.84,1.46
1791,683.4,684.84,679.11,682.89,682.89,1.05
1793,680.2,681.2,672.62,675.21,675.21,2.31
1797,676.0,678.18,671.65,674.91,674.91,1.74
1801,675.55,678.23,674.06,674.28,674.28,1.37
1806,674.28,676.47,670.6,671.46,671.46,1.37
1808,673.95,674.28,661.52,664.71,664.71,2.61
1810,666.48,667.84,658.77,665.69,665.69,2.46
1814,666.0,667.89,664.36,665.91,665.91,1.51
1818,665.35,668.08,662.87,665.91,665.91,1.46
1823,666.07,668.07,663.67,664.87,664.87,1.46
1827,666.07,667.99,660.82,663.24,663.24,1.58
1829,659.28,665.0,658.55,659.29,659.29,2.01
1831,661.0,661.0,654.06,658.31,658.31,2.07
1833,660.0,665.98,657.22,664.85,664.85,2.28
1837,665.49,669.37,664.38,665.8,665.8,2.29
1841,668.98,677.85,667.54,677.56,677.56,2.76
1846,677.56,678.0,672.49,675.13,675.13,1.77
1848,675.62,679.61,674.38,676.09,676.09,1.34
1850,676.55,680.1,675.28,679.39,679.39,1.46
1852,680.07,680.68,671.42,673.5,673.5,1.73
1855,676.17,677.95,674.67,676.14,676.14,1.27
1858,675.3,678.57,674.32,675.04,675.04,1.06
1860,677.98,680.09,671.57,677.27,677.27,1.47
1862,679.18,683.0,678.0,682.99,682.99,1.78
1863,683.81,684.0,680.23,681.94,681.94,1.24
1864,684.63,690.06,683.77,689.84,689.84,1.68
1865,692.67,694.72,689.33,692.4,692.4,1.44
1866,690.69,693.88,688.87,693.08,693.08,1.16
1867,692.01,694.25,689.18,692.65,692.65,1.19
1868,688.42,691.88,670.12,673.19,673.19,2158600.0
1869,670.03,671.89,661.86,670.05,670.05,2311900.0
1870,658.3,665.07,652.06,658.29,658.29,2545700.0
1871,660.2,661.87,649.12,656.27,656.27,1893100.0
1872,648.03,648.18,624.3,624.58,624.58,3280700.0
1873,622.5,629.27,618.03,623.8,623.8,2121700.0
1874,624.58,636.49,624.58,631.97,631.97,1436200.0
1875,638.0,643.98,633.0,640.15,640.15,1456900.0
1876,642.9,643.8,619.7,620.5,620.5,2322900.0
1877,629.05,634.87,621.56,631.86,631.86,1711700.0
1878,639.76,643.13,632.5,641.43,641.43,1372800.0
1879,641.43,645.21,635.64,644.84,644.84,1023600.0
1880,644.84,645.84,632.1,635.52,635.52,1276700.0
1881,639.18,640.0,624.56,628.17,628.17,1283700.0
1882,631.96,635.2,622.96,633.14,633.14,1336300.0
1883,639.51,642.74,632.68,634.07,634.07,1162000.0
1884,634.89,640.0,631.68,640.0,640.0,937500.0
1885,640.56,645.81,634.56,635.88,635.88,1218100.0
1886,639.81,648.4,633.36,648.27,648.27,1541700.0
1887,650.85,656.89,645.64,651.75,651.75,1619100.0
1888,655.46,656.0,646.65,652.54,652.54,1645100.0
1889,657.19,659.12,653.08,653.08,653.08,1373100.0
1890,653.49,657.08,649.66,656.31,656.31,1262100.0
1891,654.0,657.89,651.38,654.63,654.63,1202300.0
1892,657.41,658.33,650.46,651.99,651.99,1214200.0
1893,650.44,652.18,644.25,648.7,648.7,1505600.0
1894,647.59,651.0,638.64,648.31,648.31,1580400.0
1895,648.15,648.31,631.69,639.5,639.5,2117200.0
1896,638.69,645.13,634.0,640.9,640.9,1466100.0
1897,644.14,645.9,627.88,632.64,632.64,2060700.0
1898,633.75,639.18,628.0,633.0,633.0,1781400.0
1899,639.44,644.01,633.36,642.64,642.64,1821700.0
1900,643.73,646.56,635.0,639.65,639.65,1814700.0
1901,639.65,643.93,634.0,642.3,642.3,1794500.0
1902,639.05,640.0,627.67,629.28,629.28,2199700.0
1903,632.21,635.14,626.07,629.65,629.65,2014200.0
1904,629.1,634.0,621.87,632.37,632.37,2366300.0
1905,634.0,640.2,632.37,640.18,640.18,1621100.0
1906,641.73,643.9,635.08,639.08,639.08,1312200.0
1907,639.32,643.93,637.2,642.6,642.6,1163400.0
1908,644.96,648.0,641.27,646.28,646.28,1213000.0
1909,646.71,650.72,643.24,650.72,650.72,1075300.0
1910,651.5,657.51,648.51,650.48,650.48,1554600.0
1911,655.27,655.58,644.88,645.84,645.84,2332100.0
1912,639.5,648.05,637.8,646.18,646.18,2132300.0
1913,648.05,648.19,639.61,644.13,644.13,1259300.0
1914,646.52,647.79,637.61,641.86,641.86,1527200.0
1915,638.64,645.57,633.9,641.75,641.75,1764100.0
1916,644.96,646.89,638.3,646.45,646.45,1451900.0
1917,648.19,648.3,640.84,641.89,641.89,1382200.0
1918,641.31,645.1,636.32,644.25,644.25,1214800.0
1919,643.86,644.25,634.57,639.38,639.38,1177400.0
1920,639.91,643.04,635.3,639.65,639.65,1041700.0
1923,650.03,654.42,649.38,654.0,654.0,1545600.0
1924,654.57,657.8,650.58,651.69,651.69,1167500.0
1925,650.21,655.03,647.3,652.41,652.41,1262100.0
1926,651.16,657.18,644.61,645.75,645.75,1424500.0
1927,642.04,643.97,635.36,639.37,639.37,1415300.0
1928,639.57,642.07,635.32,639.48,639.48,1110900.0
1929,641.59,642.37,631.12,635.0,635.0,1663500.0
1930,636.77,638.85,630.63,631.5,631.5,1373100.0
1931,634.5,644.16,631.2,643.36,643.36,1614100.0
1932,645.47,648.89,643.69,648.54,648.54,1405500.0
1933,648.3,648.6,642.52,645.43,645.43,1065100.0
1934,646.94,648.07,643.29,645.48,645.48,1058000.0
1935,644.92,645.9,636.93,644.43,644.43,1383900.0
1936,646.67,648.07,641.83,647.44,647.44,1385500.0
1937,645.46,648.37,644.62,646.17,646.17,1110700.0
1938,644.48,645.34,639.11,643.64,643.64,1042300.0
1939,641.34,644.33,639.02,642.44,642.44,1071600.0
1940,643.07,648.06,640.96,645.13,645.13,1074300.0
1941,646.03,647.48,641.25,642.65,642.65,1203100.0
1942,644.0,644.33,635.75,641.11,641.11,1242100.0
1943,639.45,647.03,638.0,643.96,643.96,1063800.0
1944,645.86,646.58,637.81,640.9,640.9,1230600.0
1945,641.0,644.34,639.45,642.31,642.31,1149000.0
1946,642.0,645.0,639.36,643.9,643.9,862900.0
1947,641.63,644.16,635.02,635.31,635.31,1122100.0
1948,635.31,639.95,634.5,638.18,638.18,939800.0
1949,639.3,641.37,632.59,637.25,637.25,1215500.0
1950,637.75,640.2,631.12,635.0,635.0,1354500.0
1951,639.84,650.0,632.96,649.99,649.99,2037100.0
1952,654.99,655.0,638.45,646.44,646.44,2350200.0
1953,642.87,644.62,629.65,637.05,637.05,2817700.0
1954,635.38,639.95,618.79,624.47,624.47,2516200.0
1955,629.9,633.82,618.47,624.65,624.65,2282700.0
1956,626.57,632.47,620.63,624.65,624.65,2086700.0
1957,631.26,631.51,618.69,624.42,624.42,1941600.0
1958,626.42,630.06,610.92,624.33,624.33,2121000.0
1959,633.75,636.95,621.66,625.8,625.8,1779300.0
1960,626.73,632.3,621.66,629.17,629.17,1774900.0
1961,639.37,642.9,630.99,642.21,642.21,2014500.0
1962,641.2,641.2,627.97,628.51,628.51,2270200.0
1963,634.68,636.59,618.69,624.42,624.42,2485300.0
1964,634.07,635.57,618.72,624.48,624.48,2194600.0
1965,626.73,633.5,618.63,624.04,624.04,1889900.0
1966,632.78,636.42,622.68,629.28,629.28,1805200.0
1967,634.16,640.24,628.15,639.38,639.38,1931800.0
1968,640.16,640.8,628.69,630.51,630.51,1619400.0
1969,634.28,636.19,624.6,631.87,631.87,1652400.0
1970,638.66,657.4,630.27,654.71,654.71,3770300.0
1971,655.04,656.84,640.9,641.18,641.18,3082400.0
1972,645.13,645.8,627.63,630.3,630.3,3798900.0
1973,626.71,633.77,612.66,625.01,625.01,4185100.0
1974,632.0,640.0,625.18,639.44,639.44,2642700.0
1975,646.77,652.32,641.52,649.6,649.6,2287300.0
1976,652.3,655.11,642.17,642.28,642.28,1757700.0
1977,649.58,654.7,640.9,650.08,650.08,1613300.0
1978,654.73,655.72,644.64,648.05,648.05,1473200.0
1979,645.0,649.27,640.12,641.01,641.01,1222900.0
1980,642.58,642.58,629.84,636.14,636.14,1877300.0
1981,632.61,633.77,618.5,623.54,623.54,2234600.0
1982,625.0,631.93,612.07,624.17,624.17,2189700.0
1983,622.97,632.2,620.07,630.01,630.01,1544800.0
1984,634.75,640.59,631.85,640.5,640.5,2065100.0
1985,642.9,648.04,637.29,646.12,646.12,1672400.0
1986,645.66,645.87,625.62,629.48,629.48,2574300.0
1987,634.49,639.69,619.5,627.76,627.76,2692400.0
1988,634.49,644.57,630.79,641.6,641.6,2199000.0
1989,645.48,647.25,634.59,639.16,639.16,1572100.0
1990,645.05,649.15,639.15,648.47,648.47,1615000.0
1991,649.1,649.45,630.63,635.89,635.89,1703200.0
1992,639.76,658.0,633.0,657.99,657.99,2214800.0
1993,657.0,667.0,650.98,658.33,658.33,1779100.0
1994,671.57,672.9,653.45,659.26,659.26,1960800.0
1995,660.27,665.21,654.15,659.27,659.27,1549700.0
1996,652.55,655.63,639.9,644.44,644.44,2070000.0
1997,644.44,644.44,627.79,634.08,634.08,2571200.0
1998,629.5,634.34,615.88,631.32,631.32,2442300.0
1999,628.27,630.0,612.66,626.88,626.88,2279300.0
1999,142.58,144.14,135.07,139.78,139.78,12593.0
1999,140.34,141.69,134.53,138.86,138.86,11217.0
1999,127.19,131.68,125.33,127.07,127.07,14357.0
1999,118.84,119.77,115.43,117.1,117.1,1068210.0
1999,118.03,118.44,112.71,114.48,114.48,11994.0
1999-10-27 00,114.98,116.23,112.87,114.25,114.25,835.0
1999-10-31 00,113.35,115.14,112.4,113.74,113.74,774.9
1999-10-31 00,113.18,116.49,113.07,115.45,115.45,742.58
1999-11-21 00,116.53,117.36,114.73,115.91,115.91,677.0
1999-11-22 00,115.87,116.52,113.84,114.52,114.52,567.3
1999-11-23 00,115.44,115.62,111.87,114.12,114.12,689.69
1999-11-24 00,115.04,121.11,114.36,120.58,120.58,136673.0
1999-11-28 00,119.93,121.11,117.1,118.02,118.02,89436.0
1999-11-29 00,118.02,119.01,115.72,117.11,117.11,72938.0
1999-11-30 00,118.1,120.01,117.25,119.76,119.76,85079.0
20,84.07,84.31,82.36,84.05,84.05,20721967.0
20,82.69,91.79,82.69,91.29,91.29,26901966.0
20,91.71,94.76,91.11,91.47,91.47,21134244.0
20,94.75,95.58,92.89,93.22,93.22,12440745.0
20,93.15,94.07,92.39,93.16,93.16,8130461.0
20,93.45,94.86,92.95,94.6,94.6,6824170.0
20,94.76,95.3,94.15,94.79,94.79,5364230.0
20,94.79,94.95,93.58,94.86,94.86,6063130.0
20,94.75,95.29,94.13,94.73,94.73,5175019.0
20,94.76,95.07,94.13,94.6,94.6,5411784.0
20,94.94,95.35,94.4,95.09,95.09,4648547.0
20,95.01,95.44,93.28,93.78,93.78,5457137.0
20,93.76,93.8,92.34,93.49,93.49,6511082.0
21,93.4,93.72,92.63,93.18,93.18,7806385.0
22,93.96,94.8,93.6,94.49,94.49,6211782.0
23,94.6,94.62,93.31,93.79,93.79,5110485.0
26,94.03,94.34,93.45,94.08,94.08,4630365.0
27,94.11,94.32,93.63,93.78,93.78,3878317.0
28,93.87,94.79,93.6,94.41,94.41,4522673.0
29,94.4,94.9,94.36,94.53,94.53,3656330.0
31,94.93,95.65,94.73,95.02,95.02,4073523.0
30,95.04,95.52,94.45,94.78,94.78,2919777.0
30,94.83,95.07,93.86,94.28,94.28,2511087.0
31,94.32,94.64,94.02,94.36,94.36,2655142.0
31,94.32,94.64,94.02,94.36,94.36,2655142.0
31,338.44,341.97,336.3,341.35,341.35,129342.0
33,339.07,339.34,338.32,338.96,338.96,2737060.0
34,339.34,339.81,337.36,339.32,339.32,3111685.0
35,337.33,339.93,336.35,339.21,339.21,2317480.0
36,337.93,338.32,335.62,336.14,336.14,2405891.0
37,337.36,338.44,335.96,337.01,337.01,2585012.0
38,336.57,339.15,335.79,338.29,338.29,1821576.0
39,337.87,338.34,335.62,336.04,336.04,1804693.0
40,335.76,337.16,333.37,334.73,334.73,1915382.0
41,333.45,334.24,330.44,332.11,332.11,2022176.0
42,334.32,334.32,330.44,333.08,333.08,1464733.0
43,333.15,333.6,331.08,332.31,332.31,1114983.0
44,334.34,335.14,331.38,334.8,334.8,1400537.0
45,334.32,335.14,330.64,332.33,332.33,1293005.0
46,333.04,333.24,330.33,330.42,330.42,1269398.0
47,331.07,332.33,329.64,329.95,329.95,1316482.0
48,329.78,330.32,326.08,327.26,327.26,1865133.0
49,328.36,328.64,325.12,326.99,326.99,1783115.0
50,325.32,327.42,323.58,325.7,325.7,1450068.0
52,325.04,325.7,320.95,321.51,321.51,1772985.0
